,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6963,울산-남구-2021-00662,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110071910438.jpg,[고양이] 한국 고양이,검정/흰색,2021(년생),0.20(Kg),종료(입양),M,N,"호흡기질환,이유시기",20211007,장생포 현대해업(주)내 ,강남동물병원,052-271-0075,울산광역시 남구 돋질로 232 (달동) 1층
6964,울산-남구-2021-00661,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110071910703.jpg,[고양이] 한국 고양이,검정/흰색,2021(년생),0.20(Kg),종료(입양),M,N,"호흡기질환,이유시기",20211007,장생포 현대해업(주)내 ,강남동물병원,052-271-0075,울산광역시 남구 돋질로 232 (달동) 1층
6965,울산-남구-2021-00660,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110071910712.jpg,[고양이] 한국 고양이,검정/흰색줄무늬,2021(년생),0.20(Kg),종료(입양),M,N,"호흡기질환,이유시기,결막염",20211007,장생포 현대해업(주)내 ,강남동물병원,052-271-0075,울산광역시 남구 돋질로 232 (달동) 1층
6966,울산-남구-2021-00659,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110071910551.jpg,[고양이] 한국 고양이,검정/흰색줄무늬,2021(년생),0.20(Kg),종료(입양),F,N,"이유시기,피부병약간있슴",20211007,장생포 현대해업(주)내 ,강남동물병원,052-271-0075,울산광역시 남구 돋질로 232 (달동) 1층
6967,울산-남구-2021-00658,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110071910806.jpg,[고양이] 한국 고양이,검정/흰색줄무늬,2021(년생),0.20(Kg),종료(입양),F,N,"호흡기질환,이유시기",20211007,장생포 현대해업(주)내 ,강남동물병원,052-271-0075,울산광역시 남구 돋질로 232 (달동) 1층
6968,울산-남구-2021-00657,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110071910460.jpg,[고양이] 한국 고양이,검정/흰색줄무늬,2021(년생),0.20(Kg),종료(입양),M,N,"호흡기질환,이유시기",20211007,장생포 현대해업(주)내,강남동물병원,052-271-0075,울산광역시 남구 돋질로 232 (달동) 1층
6969,울산-중구-2021-00352,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/20211007111096.jpg,[고양이] 한국 고양이,치즈,2021(년생),1.80(Kg),종료(방사),M,N,우측귀와뺨턱등부위부상,20211007,성안동,산타클라라동물병원,052-244-4296,울산광역시 중구 다운로 1 (다운동) 
6970,대전-유성-2021-00357,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/09/20211007151089.jpg,[개] 진도견,백,2019(년생),19.00(Kg),종료(반환),M,U,상태양호,20211007,자운동 자운대 국군대전 병원 주변,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터
6971,대전-유성-2021-00356,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/09/202110071510868.jpg,[개] 믹스견,백,2017(년생),3.00(Kg),보호중,F,U,상태양호,20211007,갑동 327-56 번지 주변,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터
6972,대전-중구-2021-00319,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110071210495.png,[고양이] 한국 고양이,백황색,2021(년생),0.35(Kg),종료(자연사),Q,U,.,20211007,대전광역시 중구 천서로 529번길 선화참조은 2차 아파트 주변,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터
6973,대전-중구-2021-00318,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110071010606.png,[개] 말티즈,백색,2017(년생),4.00(Kg),종료(반환),M,U,.,20211007,대전광역시 중구 은행동 중앙로역 9번 출구 주변,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터
6974,광주-광산-2021-00657,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/09/202110071510346.jpg,[개] 요크셔 테리어,"검,회",2013(년생),2.7(Kg),종료(반환),F,U,"21-1169 깜녀, 오른쪽 다리 없음, 귀가예정",20211007,광산구 하남동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주공역시 동물보호소
6975,광주-광산-2021-00656,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/09/202110071410820.jpg,[개] 믹스견,흰,2014(년생),18(Kg),보호중,M,N,"21-1168 찹쌀, 피부병, 경계",20211007,광산구 평동119,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주공역시 동물보호소
6976,광주-광산-2021-00655,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/09/202110071410510.jpg,[개] 믹스견,"갈,흰",2011(년생),4(Kg),종료(자연사),F,U,21-1167 러브,20211007,광산구 송정동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주공역시 동물보호소
6977,광주-광산-2021-00654,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/09/202110071410113.jpg,[고양이] 한국 고양이,"검,흰",2021(년생),0.7(Kg),종료(자연사),F,N,21-8170,20211007,광산구 장덕동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주공역시 동물보호소
6978,광주-광산-2021-00653,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/09/202110071410963.jpg,[고양이] 한국 고양이,"갈,흰",2021(년생),0.6(Kg),종료(자연사),F,N,21-8169,20211007,광산구 장덕동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주공역시 동물보호소
6979,광주-북구-2021-00791,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/09/202110071410411.jpg,[개] 믹스견,"갈,검",2021(년생),2(Kg),종료(자연사),F,N,21-1166 손자,20211007,북구 양산동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소
6980,광주-북구-2021-00790,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/09/202110071410739.jpg,[개] 코카 스파니엘,흰,2020(년생),6(Kg),종료(입양),F,U,"21-1165 코리, 하네스(빨간) 착용",20211007,북구 오치동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소
6981,광주-남구-2021-00410,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/09/202110071810583.jpg,[고양이] 한국 고양이,"갈,흰",2021(년생),0.2(Kg),종료(자연사),M,N,21-8172,20211007,남구 봉선동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소
6982,광주-남구-2021-00409,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/09/20211007181092.jpg,[고양이] 한국 고양이,"갈,흰",2021(년생),0.2(Kg),종료(자연사),M,N,21-8171,20211007,남구 봉선동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소
6983,광주-남구-2021-00408,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/09/20211007161092.jpg,[개] 시츄,"갈,흰",2020(년생),3(Kg),종료(입양),F,U,21-1170 앙츄,20211007,남구 압촌동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소
6984,광주-서구-2021-00488,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/09/202110071610834.jpg,[개] 닥스훈트,"검,갈",2019(년생),3(Kg),보호중,F,U,"21-1171 깜핀, 젖이 나옴",20211007,서구 금호동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소
6985,인천-서구-2021-00779,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110071710548.jpg,[개] 보더 콜리,흰검,2015(년생),14.8(Kg),종료(반환),M,N,순함.내장칩있음. 반환예정,20211007,신현동산33,가정동물병원,032-575-0833,인천광역시 서구 가정로 346 (가정동) 
6986,인천-서구-2021-00778,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110071710660[1].jpg,[개] 요크셔 테리어,회색,2011(년생),2.6(Kg),보호중,M,Y,목걸이착용. 착함 .찡찡거림,20211007,서구청 경제정책과(연희동707-1),가정동물병원,032-575-0833,인천광역시 서구 가정로 346 (가정동) 
6987,인천-부평-2021-00952,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110071410324.png,[개] 믹스견,흰색+꼬리앞부분 검은점,2019(년생),17(Kg),종료(반환),F,N,"진도믹스,wild dog국방색 목줄있음,결막염 심함",20211007,부평삼거리 인근 주택가 골목,조재진동물병원,032-518-3800,인천광역시 부평구 원적로 409 (산곡동) 
6988,인천-부평-2021-00951,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110071210667.jpg,[고양이] 한국 고양이,치즈,2021(년생),0.3(Kg),종료(입양),Q,N,어미잃은자묘,20211007,산곡119안전센터,삼산종합동물병원,032-330-0075,"인천광역시 부평구 체육관로 40 (삼산동, 신영프라자) "
6989,대구-동구-2021-00319,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/09/202110071110766.jpg,[개] 말라뮤트,검정,2013(년생),40(Kg),종료(반환),M,N,"빨간목줄, 코 눈 주변 피부병",20211007,공항로 31길 9,대구유기동물보호센터,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) 
6990,대구-중구-2021-00284,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110071310118.jpg,[고양이] 한국 고양이,흰검갈,2021(년생),0.9(Kg),종료(자연사),M,N,"식욕없음, 탈수, 눈꼽끼임",20211007,중구 동성로6길 787 삼덕제일점 세븐일레븐,대구시수의사회(동인),070-4466-1575,대구광역시 중구 동인동4가 국채보상로 724 
6991,부산-연제-2021-00292,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110071410975[1].jpg,[고양이] 고양이,황토색,2021(년생),0.02(Kg),종료(자연사),F,N,3개월령 미만(추정),20211007,월드컵대로91번가길 40,청조동물병원,051-503-0688,부산광역시 연제구 온천천남로 4 (연산동) 
6992,부산-연제-2021-00291,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110071410169.jpg,[고양이] 고양이,황토색,2021(년생),0.6(Kg),종료(자연사),M,N,3개월령 미만(추정),20211007,거제대로94 지하주차장,청조동물병원,051-503-0688,부산광역시 연제구 온천천남로 4 (연산동) 
6993,부산-연제-2021-00290,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110071410716.jpg,[고양이] 고양이,검정색/흰색,2021(년생),0.04(Kg),종료(입양),M,N,3개월령 미만(추정),20211007,연산자이@ 118동 인근,청조동물병원,051-503-0688,부산광역시 연제구 온천천남로 4 (연산동) 
6994,부산-연제-2021-00289,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110071410560[1].jpg,[고양이] 고양이,갈검색,2021(년생),0.4(Kg),종료(입양),F,N,3개월령 미만(추정),20211007,황령산로 615,청조동물병원,051-503-0688,부산광역시 연제구 온천천남로 4 (연산동) 
6995,부산-강서-2021-00625,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110072310314.jpg,[고양이] 한국 고양이,검흰갈,2021(년생),0.5(Kg),보호중,Q,U,"약간읜안질환,경계심이강함,공격성이강함",20211007,공항진입로442번길 20,부산동물보호센터,051-832-7119,부산광역시 강서구 군라2길 206 (대저2동) 
6996,부산-강서-2021-00624,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110072310916.jpg,[개] 믹스견,흰색,2016(년생),4(Kg),종료(입양),F,U,"활발함,사람을잘따름",20211007,가덕주민센터,부산동물보호센터,051-832-7119,부산광역시 강서구 군라2길 206 (대저2동) 
6997,부산-강서-2021-00623,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110072310332.jpg,[개] 믹스견,흰색,2019(년생),5.5(Kg),보호중,F,U,"약간의공격성,경계심이있음",20211007,가덕주민센터,부산동물보호센터,051-832-7119,부산광역시 강서구 군라2길 206 (대저2동) 
6998,부산-북구-2021-00371,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110072310367.jpg,[고양이] 한국 고양이,검갈,2021(년생),0.4(Kg),보호중,Q,U,"머리출혈,기력없음",20211007,만덕동 동문굿모닝힐1차,부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) 
6999,부산-북구-2021-00370,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110072310175.jpg,[고양이] 한국 고양이,검회흰,2021(년생),0.3(Kg),보호중,F,U,"슬픈눈망울,기력없음",20211007,금곡대로638번길 9-12,부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) 
7000,부산-북구-2021-00369,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110072310242.jpg,[고양이] 한국 고양이,흰검갈,2021(년생),0.6(Kg),보호중,Q,U,"경계심이강함,약간의공격성",20211007,시랑로101번길 25,부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) 
7001,부산-서구-2021-00375,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110072310301.jpg,[고양이] 한국 고양이,갈검흰,2021(년생),0.6(Kg),보호중,F,U,"기력없음,영양상태부족,공격성이있음",20211007,대신동 삼익아파트,부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) 
7002,서울-강동-2021-00308,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/09/202110071710847.jpg,[개] 말티즈,흰색,2017(년생),4(Kg),종료(반환),M,Y,동물등록 되어있음. 치석살짝있음.,20211007,길동역,강동리본센터(reborn),070-4163-7350,서울특별시 강동구 양재대로81길 73 (성내동) 강동구 유기동물 분양센터(reborn)
7003,서울-양천-2021-00210,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110071410245.jpg,[고양이] 한국 고양이,흰/검정,2021(년생),0.4(Kg),종료(자연사),M,N,이갈이하지않은어린고양이로온순해보이나경계심있고까칠함,20211007,신월동184-14부근도로변 (다은10-8),강현림동물병원,02-2642-9159,서울특별시 양천구 등촌로 160 (목동) 1층
7004,서울-양천-2021-00209,20211007,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110071410253.jpg,[고양이] 한국 고양이,흰/갈,2021(년생),0.5(Kg),종료(입양),M,N,이갈이하지않은어린고양이로온순해보이나경계심보이고있음,20211007,신월동184-14부근도로변 (다음10-7),강현림동물병원,02-2642-9159,서울특별시 양천구 등촌로 160 (목동) 1층
7005,전남-영광-2021-00206,20211018,20211028,http://www.animal.go.kr/files/shelter/2021/10/20211018171068.jpg,[개] 믹스견,하얀색,2021(년생),2(Kg),보호중,M,N,민원인이 산책하다 발견,20211006,영광읍 입석길2길 161-1,불갑동물임시보호소,010-9188-5525,전라남도 영광군 불갑면 함영로 2758 
7006,강원-횡성-2021-00201,20211013,20211025,http://www.animal.go.kr/files/shelter/2021/10/202110130910788.jpeg,[개] 웰시 코기 카디건,"흰색, 갈색",2011(년생),11.5(Kg),보호중,M,U,.,20211006,공근면 가곡로 103,횡성유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6 (호저면) 
7007,전북-익산-2021-01269,20211012,20211022,http://www.animal.go.kr/files/shelter/2021/09/202110072110735.jpg,[개] 진도견,흰색,2020(년생),13(Kg),종료(입양),F,N,파란색목태을하고있으며 순한편임,20211006,익산시여산면제남리308,익산유기동물보호소,063-855-1214,전라북도 익산시 서동로42길 77 (용제동) 16통 1반
7008,전북-익산-2021-01268,20211012,20211022,http://www.animal.go.kr/files/shelter/2021/09/202110072110831.jpg,[개] 믹스견,흰색,2021(년생),2(Kg),보호중,F,N,생후50일정도 순하고이쁘게생겼음,20211006,익산시석암로2길,익산유기동물보호소,063-855-1214,전라북도 익산시 서동로42길 77 (용제동) 16통 1반
7009,전북-익산-2021-01267,20211012,20211022,http://www.animal.go.kr/files/shelter/2021/09/202110072110771.jpg,[개] 믹스견,검갈색,2021(년생),2(Kg),보호중,F,N,생후50일정도 순하고이쁘게생겼음,20211006,익산시석암로2길,익산유기동물보호소,063-855-1214,전라북도 익산시 서동로42길 77 (용제동) 16통 1반
7010,전북-익산-2021-01266,20211012,20211022,http://www.animal.go.kr/files/shelter/2021/09/202110072110835.jpg,[개] 믹스견,검갈색,2021(년생),2(Kg),보호중,F,N,생후50일정도 순하고이쁨,20211006,익산시석암로2길,익산유기동물보호소,063-855-1214,전라북도 익산시 서동로42길 77 (용제동) 16통 1반
7011,전북-익산-2021-01265,20211012,20211022,http://www.animal.go.kr/files/shelter/2021/09/202110072110536.jpg,[개] 믹스견,검갈색,2021(년생),2(Kg),보호중,M,N,생후50일정도 순하고이쁘게생겼음,20211006,익산시석암로2길,익산유기동물보호소,063-855-1214,전라북도 익산시 서동로42길 77 (용제동) 16통 1반
7012,전북-익산-2021-01264,20211012,20211022,http://www.animal.go.kr/files/shelter/2021/09/202110072110940.jpg,[개] 진도견,갈색,2021(년생),2(Kg),보호중,M,N,생후50일정도 순하고이쁘게생겼음,20211006,익산시석암로2길,익산유기동물보호소,063-855-1214,전라북도 익산시 서동로42길 77 (용제동) 16통 1반
7013,전북-익산-2021-01263,20211012,20211022,http://www.animal.go.kr/files/shelter/2021/09/202110072110365.jpg,[개] 믹스견,검갈색,2021(년생),2(Kg),보호중,M,N,생후50일정도 순하고이쁘게생김,20211006,익산시석암로2길,익산유기동물보호소,063-855-1214,전라북도 익산시 서동로42길 77 (용제동) 16통 1반
7014,전북-익산-2021-01262,20211012,20211022,http://www.animal.go.kr/files/shelter/2021/09/202110072110978.jpg,[개] 믹스견,검갈색,2021(년생),2(Kg),종료(입양),M,N,생후50일정도 순하고이쁨,20211006,익산시석암로2길,익산유기동물보호소,063-855-1214,전라북도 익산시 서동로42길 77 (용제동) 16통 1반
7015,전북-익산-2021-01261,20211012,20211022,http://www.animal.go.kr/files/shelter/2021/09/202110072110626.jpg,[개] 믹스견,베이지색,2020(년생),10(Kg),종료(입양),F,N,발발이믹스개이며 사나운편임,20211006,익산시번영로2063,익산유기동물보호소,063-855-1214,전라북도 익산시 서동로42길 77 (용제동) 16통 1반
7016,전북-익산-2021-01260,20211012,20211022,http://www.animal.go.kr/files/shelter/2021/09/202110072110225.jpg,[개] 믹스견,흰색색,2018(년생),8(Kg),보호중,M,N,말티즈믹스개이며 털이길어엉켜져있고 순한편임,20211006,익산시번영로2063,익산유기동물보호소,063-855-1214,전라북도 익산시 서동로42길 77 (용제동) 16통 1반
7017,광주-동구-2021-00255,20211012,20211022,http://www.animal.go.kr/files/shelter/2021/09/202110061410559.jpg,[개] 포메라니안,흰,2016(년생),4(Kg),종료(반환),M,N,21-1158 콩콩,20211006,동구 학동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소
7018,인천-강화-2021-00523,20211011,20211021,http://www.animal.go.kr/files/shelter/2021/10/202110110010308.jpg,[개] 믹스견,"흰색,",2019(년생),8.38(Kg),보호중,F,N,"들개, 포악",20211006,동막리 산47번지,베스트동물병원,032-934-9340,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러) "
7019,인천-강화-2021-00522,20211011,20211021,http://www.animal.go.kr/files/shelter/2021/10/202110110010471.jpg,[개] 믹스견,"흰색, 흑갈색",2021(년생),2.84(Kg),보호중,M,N,생후50일령 추정,20211006,동막리 산47번지,베스트동물병원,032-934-9340,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러) "
7020,인천-강화-2021-00521,20211011,20211021,http://www.animal.go.kr/files/shelter/2021/10/202110110010909.jpg,[개] 믹스견,"흰색,갈색",2021(년생),2.98(Kg),보호중,M,N,생후50일령 추정,20211006,동막리 산47번지,베스트동물병원,032-934-9340,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러) "
7021,인천-강화-2021-00520,20211011,20211021,http://www.animal.go.kr/files/shelter/2021/10/202110110010153.jpg,[개] 믹스견,흰색,2021(년생),3.06(Kg),보호중,M,N,생후50일령 추정,20211006,동막리 산47번지,베스트동물병원,032-934-9340,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러) "
7022,인천-강화-2021-00519,20211011,20211021,http://www.animal.go.kr/files/shelter/2021/10/202110110010876.jpg,[개] 믹스견,흰색,2021(년생),3.04(Kg),보호중,F,N,생후50일령 추정,20211006,동막리 산47번지,베스트동물병원,032-934-9340,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러) "
7023,인천-강화-2021-00518,20211011,20211021,http://www.animal.go.kr/files/shelter/2021/10/202110110010537.jpg,[개] 믹스견,흰색 바탕 연갈색 무늬,2019(년생),8.22(Kg),보호중,F,N,코 아래부분 흰색,20211006,동막리 산47번지,베스트동물병원,032-934-9340,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러) "
7024,인천-옹진-2021-00048,20211010,20211025,http://www.animal.go.kr/files/shelter/2021/09/20211007131026.jpg,[고양이] 한국 고양이,검/흰,2021(년생),0.4(Kg),종료(자연사),F,N,"2달추정, 앞발흰색. 눈병",20211006,연평면사무소,인천수의사회유기동물,032-515-7567,인천광역시 계양구 다남동 35-8
7025,인천-옹진-2021-00047,20211010,20211025,http://www.animal.go.kr/files/shelter/2021/09/202110071310830.jpg,[고양이] 한국 고양이,갈/흰,2021(년생),0.4(Kg),종료(자연사),M,N,"2달추정, 왼쪽눈돌출",20211006,연평면사무소,인천수의사회유기동물,032-515-7567,인천광역시 계양구 다남동 35-8
7026,인천-옹진-2021-00046,20211010,20211025,http://www.animal.go.kr/files/shelter/2021/09/202110071310565.jpg,[고양이] 한국 고양이,검/흰,2021(년생),0.3(Kg),종료(자연사),F,N,"눈병, 등에흰줄",20211006,연평면사무소,인천수의사회유기동물,032-515-7567,인천광역시 계양구 다남동 35-8
7027,인천-강화-2021-00517,20211010,20211020,http://www.animal.go.kr/files/shelter/2021/10/202110102310884.jpg,[고양이] 한국 고양이,삼색,2021(년생),0.52(Kg),보호중,F,N,코 옆 우측에 검은 반점,20211006,상도리107-1,베스트동물병원,032-934-9340,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러) "
7028,부산-동래-2021-00294,20211010,20211020,http://www.animal.go.kr/files/shelter/2021/10/202110101710857.jpg,[고양이] 혼합,갈색+흰색,2021(년생),0.44(Kg),종료(입양),M,N,"3개월령 미만 추정, 설사, 기력저하, 영양상태불량, 갈색+흰색",20211006,명서로 112번길 46-3 1층(주택) ,누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) 누리동물병원
7029,부산-동래-2021-00293,20211010,20211020,http://www.animal.go.kr/files/shelter/2021/10/202110101710940.jpg,[고양이] 혼합,갈색+흰색,2021(년생),0.2(Kg),보호중,M,N,"3개월미만 추정, 영양상태불량,기력매우저하,안질환,갈색+흰색",20211006,사직3동 중앙대로 1267번길 칼국수집앞,누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) 누리동물병원
7030,강원-원주-2021-00696,20211009,20211019,http://www.animal.go.kr/files/shelter/2021/10/202110092110526.jpg,[개] 믹스견,"갈,검정",2019(년생),2.8(Kg),보호중,F,N,닥스믹스,20211006,성호샤인힐즈단지,원주유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6 
7031,강원-원주-2021-00695,20211009,20211019,http://www.animal.go.kr/files/shelter/2021/10/202110092010694.jpg,[개] 믹스견,"갈,검정",2019(년생),3.3(Kg),보호중,F,N,코라인 연갈색,20211006,순호공업사내,원주유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6 
7032,강원-원주-2021-00694,20211009,20211019,http://www.animal.go.kr/files/shelter/2021/10/202110110410538.jpg,[개] 믹스견,흰색,2016(년생),4.2(Kg),보호중,F,N,"목줄착용, 얼굴 연,갈색",20211006,주원들교차로차도,원주유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6 
7033,강원-원주-2021-00693,20211009,20211019,http://www.animal.go.kr/files/shelter/2021/10/202110081410128.jpg,[개] 말티즈,흰색,2013(년생),3.7(Kg),종료(반환),M,N,옷착용,20211006,시립중앙도서관근처,원주유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6 
7034,강원-원주-2021-00692,20211009,20211019,http://www.animal.go.kr/files/shelter/2021/10/202110081410790[1].jpg,[개] 발바리,갈색,2017(년생),7(Kg),보호중,M,N,"털이 많이 엉켜있고, 목줄착용",20211006,지촌길 12,원주유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6 
7035,경남-창원1-2021-00515,20211008,20211016,http://www.animal.go.kr/files/shelter/2021/10/202110080910344.jpg,[개] 풍산견,흰색,2018(년생),20(Kg),종료(반환),M,N,K-10-1-6 흰색. 목줄착용. 내장칩동물등록:이름;억만이,20211006,의창구 북면 고암리 231,창원유기동물보호소,055-225-5481,"경상남도 창원시 의창구 창이대로 71 (명서동, 창원시농업기술센터) 축산과"
7036,경북-영주-2021-00234,20211008,20211018,http://www.animal.go.kr/files/shelter/2021/10/20211008091001.jpg,[개] 믹스견,"흰색, 얼굴 부분 황색",2021(년생),8(Kg),보호중,M,N,예민함,20211006,영주시 풍기읍 동성로68번길 80 창해아트빌라 부근,영주시 동물보호센터,010-6682-1185,경상북도 영주시 문수면 반구로324번길 135 (문수면) 장수면 반구리 407-8
7037,전남-영암-2021-00381,20211008,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110060910135.png,[개] 믹스견,흰색,2021(년생),2.5(Kg),보호중,M,N,"사람을 좋아하며,아직 어림.",20211006,군서면사무소 주변,유기동물 삼호 보호소,010-9599-5400,전라남도 영암군 삼호읍 녹색로 1117-49 (삼호읍) 영암유기동물 삼호보호소
7038,충남-부여-2021-00386,20211008,20211018,http://www.animal.go.kr/files/shelter/2021/09/202110080810908.jpg,[개] 믹스견,흰색,2019(년생),15(Kg),보호중,M,N,"전체적으로 흰색털에, 빨가목줄 착용 ",20211006,구룡면 흥수로 190-4 ,남부여동물병원,041-837-8275,충청남도 부여군 부여읍 성왕로 190-1  남부여동물병원
7039,충북-보은-2021-00099,20211008,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110081410632.jpg,[고양이] 한국 고양이,"회색+줄무늬, 갈샐+줄무늬등",2021(년생),1(Kg),종료(방사),Q,U,5마리,20211006,충북 보은군 보은읍 삼산리,최상오동물병원,043-543-0753,충청북도 보은군 보은읍 보은로 119-1 (보은읍) 
7040,경기-양주-2021-00509,20211008,20211018,http://www.animal.go.kr/files/shelter/2021/10/20211007151014.jpg,[고양이] 한국 고양이,검줄/흰,2021(년생),0.8(Kg),종료(자연사),M,N,항문부어있음. 골반손상의심/양후지마비. 엉덩이 양 대퇴부 부종. 털상태양호.,20211006,덕정길 41 인천방앗간 인근,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) 
7041,경기-양주-2021-00508,20211008,20211018,http://www.animal.go.kr/files/shelter/2021/10/202110071510484.jpg,[고양이] 한국 고양이,갈/흰,2021(년생),1.5(Kg),종료(안락사),F,U,콧물. 양후지마비. 털상태양호. ,20211006,백석읍 양주산성로 903-64 인근,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) 
7042,울산-울주-2021-00740,20211008,20211018,http://www.animal.go.kr/files/shelter/2021/09/202110081210455.jpg,[고양이] 한국 고양이,고등어무늬,2021(년생),1.0(Kg),종료(입양),Q,N,경계심 심함,20211006,범서읍 푸르지오 2차 경비실옆,울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 발리 1144
